,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
6970,Warren St,40.7211236,-74.03805095,Pizza,Razza,4.0,1238,275-277 Grove St,(201) 356-9348
6971,Warren St,40.7211236,-74.03805095,Szechuan,Peppercorn Station,4.0,29,120 Morgan St,(551) 210-3668
6972,Warren St,40.7211236,-74.03805095,Italian,Porto Leggero,4.0,287,185 Hudson St,(201) 434-3200
6973,Warren St,40.7211236,-74.03805095,Sushi Bars,Sushi By Bou - Jersey City,4.5,264,218 Newark Ave,(201) 614-3660
6974,Warren St,40.7211236,-74.03805095,Desserts,The Kitchen Step,4.0,465,500 Jersey Ave,(201) 721-6115
6975,Warren St,40.7211236,-74.03805095,Bars,Liberty Prime Steakhouse,4.0,462,111 Montgomery St,(201) 333-3633
6976,Warren St,40.7211236,-74.03805095,Beer Bar,Würstbar,4.5,496,516 Jersey Ave,(201) 479-8396
6977,Warren St,40.7211236,-74.03805095,Breakfast & Brunch,Buddy's Jc,4.0,419,247 Washington St,(201) 432-2600
6978,Warren St,40.7211236,-74.03805095,American (New),Lokal Eatery & Bar,3.5,314,2 2nd St,(201) 222-6800
6979,Warren St,40.7211236,-74.03805095,Vegan,Gaia & Loki,4.5,57,346 Grove St,(201) 309-0027
6980,Graham Ave & Withers St,40.7169811,-73.94485918,Middle Eastern,Pita Palace,5.0,296,413 Graham Ave,(718) 383-0550
6981,Graham Ave & Withers St,40.7169811,-73.94485918,Steakhouses,DeStefano's Steakhouse,4.5,1025,593 Lorimer St,(718) 384-2836
6982,Graham Ave & Withers St,40.7169811,-73.94485918,Mexican,Mesa Coyoacan,4.0,828,372 Graham Ave,(718) 782-8171
6983,Graham Ave & Withers St,40.7169811,-73.94485918,Italian,Da Francesco,4.0,149,442 Graham Ave,(718) 349-1627
6984,Graham Ave & Withers St,40.7169811,-73.94485918,Mediterranean,Hummus Market,4.5,219,361 Graham Ave,(718) 599-5600
6985,Graham Ave & Withers St,40.7169811,-73.94485918,Pizza,Carmine's Pizzeria,4.0,529,358 Graham Ave,(718) 782-9659
6986,Graham Ave & Withers St,40.7169811,-73.94485918,Mediterranean,Ringolevio,4.5,298,490 Humboldt St,(347) 335-0056
6987,Graham Ave & Withers St,40.7169811,-73.94485918,Italian,Montesacro Pinseria Brooklyn,4.5,256,432 Union Ave,(347) 916-1062
6988,Graham Ave & Withers St,40.7169811,-73.94485918,Italian,Lilia,4.0,1207,567 Union Ave,(718) 576-3095
6989,Graham Ave & Withers St,40.7169811,-73.94485918,Breakfast & Brunch,Silver Light Tavern,5.0,108,689 Lorimer St,(718) 963-0384
6990,Graham Ave & Withers St,40.7169811,-73.94485918,Wine Bars,Cozy Royale,4.5,64,434 Humboldt St,(718) 349-3989
6991,Graham Ave & Withers St,40.7169811,-73.94485918,Bars,Four Five Six,4.5,81,199 Richardson St,(347) 916-0286
6992,Graham Ave & Withers St,40.7169811,-73.94485918,Italian,La Locanda,4.0,111,432 Graham Ave,(718) 349-7800
6993,Graham Ave & Withers St,40.7169811,-73.94485918,American (New),Bernie's,4.5,124,332 Driggs Ave,(347) 529-6400
6994,Graham Ave & Withers St,40.7169811,-73.94485918,Pubs,TØRST,4.5,445,615 Manhattan Ave,(718) 389-6034
6995,Graham Ave & Withers St,40.7169811,-73.94485918,Peruvian,Llama Inn,4.0,711,50 Withers St,(718) 387-3434
6996,Graham Ave & Withers St,40.7169811,-73.94485918,Breweries,TALEA Beer,4.5,130,87 Richardson St,(718) 387-3434
6997,Graham Ave & Withers St,40.7169811,-73.94485918,Burgers,Mother's,3.5,276,347 Graham Ave,(718) 384-7778
6998,Graham Ave & Withers St,40.7169811,-73.94485918,Italian,Pomp and Circumstance,5.0,161,577 Lorimer St,(718) 387-4861
6999,Graham Ave & Withers St,40.7169811,-73.94485918,Beer Bar,Northern Bell,4.0,328,612 Metropolitan Ave,(718) 388-9040
7000,E 4 St & 2 Ave,40.7262807,-73.98978041,Japanese,Benemon,4.5,710,108 E 4th St,(212) 614-3006
7001,E 4 St & 2 Ave,40.7262807,-73.98978041,Seafood,Fish Cheeks,4.5,1376,55 Bond St,(212) 677-2223
7002,E 4 St & 2 Ave,40.7262807,-73.98978041,Tapas/Small Plates,Nai ,4.5,1076,84 2nd Ave,(212) 677-1030
7003,E 4 St & 2 Ave,40.7262807,-73.98978041,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2074,95 1st Ave,(646) 791-5400
7004,E 4 St & 2 Ave,40.7262807,-73.98978041,Sushi Bars,Sushi By M,4.5,1108,300 E 5th St,(347) 688-8101
7005,E 4 St & 2 Ave,40.7262807,-73.98978041,Italian,Bar Primi,4.0,793,325 Bowery,(212) 220-9100
7006,E 4 St & 2 Ave,40.7262807,-73.98978041,Japanese,Raku,4.5,1557,342 E 6th St,(212) 228-1324
7007,E 4 St & 2 Ave,40.7262807,-73.98978041,Izakaya,Aoi Kitchen,4.5,249,320 E 6th St,(646) 454-0084
7008,E 4 St & 2 Ave,40.7262807,-73.98978041,Mexican,Bar Verde,4.5,439,65 2nd Ave,(212) 777-6965
7009,E 4 St & 2 Ave,40.7262807,-73.98978041,Italian,San Marzano Pasta Fresca,4.0,1559,117 Second Ave,(212) 777-3600
7010,E 4 St & 2 Ave,40.7262807,-73.98978041,American (New),Momofuku Ko,4.5,394,8 Extra Pl,(212) 203-8095
7011,E 4 St & 2 Ave,40.7262807,-73.98978041,Seafood,The Mermaid Inn,4.0,1326,96 2nd Ave,(212) 201-7418
7012,E 4 St & 2 Ave,40.7262807,-73.98978041,Ramen,Marufuku Ramen - New York,4.5,220,92 2nd Ave,(917) 675-6765
7013,E 4 St & 2 Ave,40.7262807,-73.98978041,Korean,MONO+MONO,4.0,884,116 E 4th St,(917) 285-5034
7014,E 4 St & 2 Ave,40.7262807,-73.98978041,Italian,Risotteria Melotti NYC,4.5,387,309 E 5th St,(646) 755-8939
7015,E 4 St & 2 Ave,40.7262807,-73.98978041,Japanese,Ise Restaurant,4.5,633,63 Cooper Sq,(212) 228-4152
7016,E 4 St & 2 Ave,40.7262807,-73.98978041,Mexican,Rosie's,4.0,896,29 E 2nd St,(212) 335-0114
7017,E 4 St & 2 Ave,40.7262807,-73.98978041,Pizza,Olio e Più,4.5,4762,3 Greenwich Ave,(212) 243-6546
7018,E 4 St & 2 Ave,40.7262807,-73.98978041,Italian,Via Della Pace,4.0,581,87 E 4th St,(212) 253-5803
7019,E 4 St & 2 Ave,40.7262807,-73.98978041,Thai,LoveMama,4.5,6513,174 2nd Ave,(212) 254-5370
7020,Carroll St & Washington Ave,40.6686744,-73.9618148,French,Oxalis,4.5,246,791 Washington Ave,(347) 627-8298
7021,Carroll St & Washington Ave,40.6686744,-73.9618148,Pizza,Barboncino Pizza & Bar,4.5,1138,781 Franklin Ave,(718) 483-8834
7022,Carroll St & Washington Ave,40.6686744,-73.9618148,Ethiopian,Ras Plant Based,5.0,347,739 Franklin Ave,(718) 701-8801
7023,Carroll St & Washington Ave,40.6686744,-73.9618148,Vegetarian,Ital Kitchen,4.5,157,1032 Union St,(347) 405-9727
7024,Carroll St & Washington Ave,40.6686744,-73.9618148,Botanical Gardens,Brooklyn Botanic Garden,4.5,1031,990 Washington Ave,(718) 623-7200
7025,Carroll St & Washington Ave,40.6686744,-73.9618148,American (New),Olmsted,4.0,487,659 Vanderbilt Ave,(718) 552-2610
7026,Carroll St & Washington Ave,40.6686744,-73.9618148,Bars,Franklin820,4.0,82,820 Franklin Ave,(718) 708-4113
7027,Carroll St & Washington Ave,40.6686744,-73.9618148,American (New),Arden,5.0,63,788 Franklin Ave,(718) 484-3266
7028,Carroll St & Washington Ave,40.6686744,-73.9618148,Cocktail Bars,Altar,4.5,67,645 Sterling Pl,(718) 484-3266
7029,Carroll St & Washington Ave,40.6686744,-73.9618148,Italian,Aita Trattoria,4.0,242,798A Franklin Ave,(917) 966-2670
7030,Carroll St & Washington Ave,40.6686744,-73.9618148,Cajun/Creole,Lowerline,4.5,251,794 Washington Ave,(347) 533-7110
7031,Carroll St & Washington Ave,40.6686744,-73.9618148,Thai,Amy Thai Bistro,4.5,301,545 Flatbush Ave,(718) 462-1555
7032,Carroll St & Washington Ave,40.6686744,-73.9618148,Hungarian,Agi's Counter,4.5,76,818 Franklin Ave,(718) 822-7833
7033,Carroll St & Washington Ave,40.6686744,-73.9618148,Breakfast & Brunch,ViaRoma,4.5,41,619 St Johns Pl,(347) 350-7758
7034,Carroll St & Washington Ave,40.6686744,-73.9618148,American (New),Mayfield,4.0,614,688 Franklin Ave,(347) 318-3643
7035,Carroll St & Washington Ave,40.6686744,-73.9618148,Mexican,Chavela's,4.0,1283,736 Franklin Ave,(718) 622-3100
7036,Carroll St & Washington Ave,40.6686744,-73.9618148,Soul Food,Cornbread Brooklyn,4.5,288,409 Eastern Pkwy,(718) 622-3100
7037,Carroll St & Washington Ave,40.6686744,-73.9618148,Pizza,Joe & Sal's Pizza,4.0,193,842 Franklin Ave,(718) 484-8732
7038,Carroll St & Washington Ave,40.6686744,-73.9618148,Caribbean,Savvy Bistro & Bar,4.0,263,710 Nostrand Ave,(347) 533-7880
7039,Carroll St & Washington Ave,40.6686744,-73.9618148,Coffee & Tea,Ix Restaurant,4.5,199,43 Lincoln Rd,(347) 533-6920
7040,Lexington Ave & E 120 St,40.8013066,-73.9398167,Tapas Bars,El Kallejon,4.5,343,209 E 117th St,(646) 649-4795
7041,Lexington Ave & E 120 St,40.8013066,-73.9398167,Dominican,Santiago's Beer Garden,4.5,887,2337 1st Ave,(212) 920-6165
7042,Lexington Ave & E 120 St,40.8013066,-73.9398167,Mexican,La Chula,4.0,246,137 E 116th St,(646) 590-3975
7043,Lexington Ave & E 120 St,40.8013066,-73.9398167,Soul Food,SpaHa Soul and Bone Broth,4.5,134,2294 Second Ave,(347) 463-7387
7044,Lexington Ave & E 120 St,40.8013066,-73.9398167,Indian,Polash,4.0,232,2179 3rd Ave,(212) 410-0276
7045,Lexington Ave & E 120 St,40.8013066,-73.9398167,Latin American,Cascalote Latin Bistro,4.5,399,2126 2nd Ave,(646) 351-6574
7046,Lexington Ave & E 120 St,40.8013066,-73.9398167,Steakhouses,Ricardo Steak House,4.0,1471,2145 2nd Ave,(212) 289-5895
7047,Lexington Ave & E 120 St,40.8013066,-73.9398167,American (New),Archer & Goat,4.5,188,187 Lenox Ave,(917) 261-6602
7048,Lexington Ave & E 120 St,40.8013066,-73.9398167,Pizza,Sottocasa Pizzeria - Harlem,4.5,344,227 Lenox Ave,(646) 928-4870
7049,Lexington Ave & E 120 St,40.8013066,-73.9398167,Cocktail Bars,Charlies Bar & Kitchen,4.0,413,112 Lincoln Ave,(718) 684-2338
7050,Lexington Ave & E 120 St,40.8013066,-73.9398167,Italian,Nocciola Ristorante,4.0,264,237 E 116th St,(646) 559-5304
7051,Lexington Ave & E 120 St,40.8013066,-73.9398167,Pizza,Armonie,4.0,122,1649 Park Ave,(212) 722-6400
7052,Lexington Ave & E 120 St,40.8013066,-73.9398167,French,MAiSONETTA,5.0,56,141 Lincoln Ave,(347) 297-4607
7053,Lexington Ave & E 120 St,40.8013066,-73.9398167,Italian,Babbalucci,4.0,471,331 Lenox Ave,(646) 918-6572
7054,Lexington Ave & E 120 St,40.8013066,-73.9398167,Wine Bars,The Good Good,4.5,18,1694 Park Ave,(917) 409-0103
7055,Lexington Ave & E 120 St,40.8013066,-73.9398167,Latin American,La Avenida,4.5,109,2247 1st Ave,(212) 828-2247
7056,Lexington Ave & E 120 St,40.8013066,-73.9398167,Indian,Indian Summer Harlem,4.5,164,239 Lenox Ave,(646) 952-0300
7057,Lexington Ave & E 120 St,40.8013066,-73.9398167,Cuban,Amor Cubano,4.0,578,2018 3rd Ave,(212) 996-1220
7058,Lexington Ave & E 120 St,40.8013066,-73.9398167,Pizza,Patsy's Pizzeria,4.0,944,2287 1st Ave,(212) 534-9783
7059,Lexington Ave & E 120 St,40.8013066,-73.9398167,Breakfast & Brunch,El Barrista Cafe,4.0,95,2154 Third Ave,(917) 262-0537
7060,Pacific St & Classon Ave,40.6791944,-73.9587903,Dominican,Puerto Viejo,4.0,527,564 Grand Ave,(718) 398-3758
7061,Pacific St & Classon Ave,40.6791944,-73.9587903,American (New),Hart's Restaurant,4.5,118,506 Franklin Ave,(718) 636-6228
7062,Pacific St & Classon Ave,40.6791944,-73.9587903,Italian,D'Antan|vino Naturale & cucina Italiana,4.5,66,858 Bergen St,(347) 365-9674
7063,Pacific St & Classon Ave,40.6791944,-73.9587903,Seafood,The Crabby Shack,4.0,786,613 Franklin Ave,(718) 484-1507
7064,Pacific St & Classon Ave,40.6791944,-73.9587903,American (New),Mayfield,4.0,614,688 Franklin Ave,(347) 318-3643
7065,Pacific St & Classon Ave,40.6791944,-73.9587903,French,Oxalis,4.5,246,791 Washington Ave,(347) 627-8298
7066,Pacific St & Classon Ave,40.6791944,-73.9587903,Ethiopian,Ras Plant Based,5.0,347,739 Franklin Ave,(718) 701-8801
7067,Pacific St & Classon Ave,40.6791944,-73.9587903,American (New),Olmsted,4.0,487,659 Vanderbilt Ave,(718) 552-2610
7068,Pacific St & Classon Ave,40.6791944,-73.9587903,Pizza,Barboncino Pizza & Bar,4.5,1138,781 Franklin Ave,(718) 483-8834
7069,Pacific St & Classon Ave,40.6791944,-73.9587903,Gastropubs,Sweet Brooklyn Bar And Grill,4.0,507,608 Nostrand Ave,(347) 425-0111
7070,Pacific St & Classon Ave,40.6791944,-73.9587903,Mexican,Cruz Del Sur,4.5,83,622 Washington Ave,(347) 365-1618
7071,Pacific St & Classon Ave,40.6791944,-73.9587903,Cocktail Bars,Altar,4.5,67,645 Sterling Pl,(347) 365-1618
7072,Pacific St & Classon Ave,40.6791944,-73.9587903,American (Traditional),Emily,4.0,924,919 Fulton St,(347) 844-9588
7073,Pacific St & Classon Ave,40.6791944,-73.9587903,Italian,Aita,4.0,324,132 Greene Ave,(718) 576-3584
7074,Pacific St & Classon Ave,40.6791944,-73.9587903,Cajun/Creole,Lowerline,4.5,251,794 Washington Ave,(347) 533-7110
7075,Pacific St & Classon Ave,40.6791944,-73.9587903,Breakfast & Brunch,Seven Restaurant,4.5,118,470 Nostrand Ave,(718) 230-7777
7076,Pacific St & Classon Ave,40.6791944,-73.9587903,Thai,Muse,4.0,130,689 Washington Ave,(347) 442-0443
7077,Pacific St & Classon Ave,40.6791944,-73.9587903,Italian,Faun,4.0,221,606 Vanderbilt Ave,(718) 576-6120
7078,Pacific St & Classon Ave,40.6791944,-73.9587903,Mexican,Chavela's,4.0,1283,736 Franklin Ave,(718) 622-3100
7079,Pacific St & Classon Ave,40.6791944,-73.9587903,Caribbean,The Islands,4.0,786,671 Washington Ave,(718) 398-3575
7080,Broadway & Moylan Pl,40.8143256,-73.9590255,Gastropubs,The Expat,4.0,128,64 Tiemann Pl,(646) 410-2922
7081,Broadway & Moylan Pl,40.8143256,-73.9590255,Italian,Pisticci,4.0,1037,125 La Salle St,(212) 932-3500
7082,Broadway & Moylan Pl,40.8143256,-73.9590255,Cajun/Creole,Cap't Loui,4.0,237,3147 Broadway,(212) 222-6608
7083,Broadway & Moylan Pl,40.8143256,-73.9590255,Ramen,Jin Ramen,4.0,1161,3183 Broadway,(646) 559-2862
7084,Broadway & Moylan Pl,40.8143256,-73.9590255,Barbeque,Dinosaur Bar-B-Que,4.0,3484,700 W 125th St,(212) 694-1777
7085,Broadway & Moylan Pl,40.8143256,-73.9590255,Italian,314 Pizza Pasta & Cocktail Bar,4.5,139,3143 Broadway,(646) 682-7645
7086,Broadway & Moylan Pl,40.8143256,-73.9590255,American (Traditional),Baylander Steel Beach,4.0,154,125th St W Harlem Piers,(646) 682-7645
7087,Broadway & Moylan Pl,40.8143256,-73.9590255,American (New),Toast,3.5,354,3157 Broadway,(212) 662-1144
7088,Broadway & Moylan Pl,40.8143256,-73.9590255,Italian,Max Soha Restaurant,4.0,438,1274 Amsterdam Ave,(212) 531-2221
7089,Broadway & Moylan Pl,40.8143256,-73.9590255,Mexican,El Porton,3.5,213,3151 Broadway,(212) 665-7338
7090,Broadway & Moylan Pl,40.8143256,-73.9590255,Bars,The Craftsman,4.0,161,3155 Broadway,(212) 933-0602
7091,Broadway & Moylan Pl,40.8143256,-73.9590255,French,Maison Harlem,4.0,577,341 St Nicholas Ave,(212) 222-9224
7092,Broadway & Moylan Pl,40.8143256,-73.9590255,Middle Eastern,Falafel On Broadway,4.0,244,3151 Broadway,(212) 222-2300
7093,Broadway & Moylan Pl,40.8143256,-73.9590255,Pizza,Sottocasa Pizzeria - Harlem,4.5,344,227 Lenox Ave,(646) 928-4870
7094,Broadway & Moylan Pl,40.8143256,-73.9590255,Spanish,Oliva Tapas Españolas,5.0,20,3229 Broadway,(917) 522-9830
7095,Broadway & Moylan Pl,40.8143256,-73.9590255,Asian Fusion,La Salle Dumpling Room,4.0,323,3141 Broadway,(212) 961-0300
7096,Broadway & Moylan Pl,40.8143256,-73.9590255,Bars,Enoteca Harlem,5.0,38,2220 Frederick Douglas,(212) 961-0300
7097,Broadway & Moylan Pl,40.8143256,-73.9590255,Seafood,B2runch Harlem,4.0,337,271 W 119th St,(212) 280-2248
7098,Broadway & Moylan Pl,40.8143256,-73.9590255,American (New),Clay,4.0,192,553 Manhattan Ave,(212) 729-1850
7099,Broadway & Moylan Pl,40.8143256,-73.9590255,Pizza,Fumo - Harlem,4.0,591,1600 Amsterdam Ave,(646) 692-6675
7100,Morningside Ave & W 123 St,40.81,-73.9551508,American (New),Clay,4.0,192,553 Manhattan Ave,(212) 729-1850
7101,Morningside Ave & W 123 St,40.81,-73.9551508,Bars,Enoteca Harlem,5.0,38,2220 Frederick Douglas,(212) 729-1850
7102,Morningside Ave & W 123 St,40.81,-73.9551508,French,Maison Harlem,4.0,577,341 St Nicholas Ave,(212) 222-9224
7103,Morningside Ave & W 123 St,40.81,-73.9551508,Italian,Vinatería,4.0,625,2211 Frederick Douglass Blvd,(212) 662-8462
7104,Morningside Ave & W 123 St,40.81,-73.9551508,Bars,Angel of Harlem,3.5,694,2272 Frederick Douglass Blvd,(212) 316-0350
7105,Morningside Ave & W 123 St,40.81,-73.9551508,American (Traditional),BLVD Bistro,4.0,1400,2149 Frederick Douglass Blvd,(212) 678-6200
7106,Morningside Ave & W 123 St,40.81,-73.9551508,Italian,Max Soha Restaurant,4.0,438,1274 Amsterdam Ave,(212) 531-2221
7107,Morningside Ave & W 123 St,40.81,-73.9551508,Cocktail Bars,Sugar Monk,4.5,163,2292 Frederick Douglass Blvd,(917) 409-0028
7108,Morningside Ave & W 123 St,40.81,-73.9551508,Seafood,B2runch Harlem,4.0,337,271 W 119th St,(212) 280-2248
7109,Morningside Ave & W 123 St,40.81,-73.9551508,Barbeque,Dinosaur Bar-B-Que,4.0,3484,700 W 125th St,(212) 694-1777
7110,Morningside Ave & W 123 St,40.81,-73.9551508,Southern,Melba's Restaurant,4.0,1755,300 W 114th St,(212) 864-7777
7111,Morningside Ave & W 123 St,40.81,-73.9551508,Ethiopian,Massawa,4.0,386,1239 Amsterdam Ave,(212) 663-0505
7112,Morningside Ave & W 123 St,40.81,-73.9551508,Italian,Pisticci,4.0,1037,125 La Salle St,(212) 932-3500
7113,Morningside Ave & W 123 St,40.81,-73.9551508,Sports Bars,The Fox,4.0,33,2224 Frederick Douglass Blvd,(212) 500-6175
7114,Morningside Ave & W 123 St,40.81,-73.9551508,Seafood,Harlem Seafood Soul,4.0,66,125th Street & Adam Clayton Powell Jr Blvd,(646) 533-8518
7115,Morningside Ave & W 123 St,40.81,-73.9551508,Pizza,Sottocasa Pizzeria - Harlem,4.5,344,227 Lenox Ave,(646) 928-4870
7116,Morningside Ave & W 123 St,40.81,-73.9551508,Seafood,LoLo's Seafood Shack,4.0,826,303 W 116th St,(646) 649-3356
7117,Morningside Ave & W 123 St,40.81,-73.9551508,American (New),Archer & Goat,4.5,188,187 Lenox Ave,(917) 261-6602
7118,Morningside Ave & W 123 St,40.81,-73.9551508,Italian,Lido,4.0,1197,2168 Frederick Douglass Blvd,(646) 490-8575
7119,Morningside Ave & W 123 St,40.81,-73.9551508,Italian,314 Pizza Pasta & Cocktail Bar,4.5,139,3143 Broadway,(646) 682-7645
7120,3 Ave & E 62 St,40.76312584,-73.96526895,Steakhouses,Club A Steakhouse,4.5,3342,240 E 58th St,(212) 688-4190
7121,3 Ave & E 62 St,40.76312584,-73.96526895,Italian,Tony's Di Napoli,4.0,847,1081 3rd Ave,(212) 888-6333
7122,3 Ave & E 62 St,40.76312584,-73.96526895,French,Daniel,4.5,1867,60 E 65th St,(212) 288-0033
7123,3 Ave & E 62 St,40.76312584,-73.96526895,Italian,Isle of Capri,4.0,294,1028 3rd Ave,(212) 758-1902
7124,3 Ave & E 62 St,40.76312584,-73.96526895,Sicilian,Piccola Cucina Uptown,4.5,359,106 E 60th St,(646) 707-3997
7125,3 Ave & E 62 St,40.76312584,-73.96526895,American (New),Serendipity 3,3.0,4653,225 E 60th St,(212) 838-3531
7126,3 Ave & E 62 St,40.76312584,-73.96526895,Steakhouses,David Burke Tavern,4.0,268,135 E 62nd St,(212) 988-9021
7127,3 Ave & E 62 St,40.76312584,-73.96526895,American (New),JoJo,4.0,245,160 E 64th St,(212) 223-5656
7128,3 Ave & E 62 St,40.76312584,-73.96526895,Thai,THEP Thai Restaurant,4.5,2749,1439 2nd Ave,(212) 899-9995
7129,3 Ave & E 62 St,40.76312584,-73.96526895,Thai,Up Thai,4.5,3008,1411 2nd Ave,(212) 256-1188
7130,3 Ave & E 62 St,40.76312584,-73.96526895,Greek,Nerai,4.5,691,55 E 54th St,(212) 759-5554
7131,3 Ave & E 62 St,40.76312584,-73.96526895,Italian,Scalinatella Restaurant,4.0,334,201 E 61st St,(212) 207-8280
7132,3 Ave & E 62 St,40.76312584,-73.96526895,Japanese,Tomi Jazz,4.5,758,239 E 53rd St,(646) 497-1254
7133,3 Ave & E 62 St,40.76312584,-73.96526895,Turkish,Lezzet,4.5,115,132 East 61st St,(212) 729-1515
7134,3 Ave & E 62 St,40.76312584,-73.96526895,Tea Rooms,Alice's Tea Cup Chapter II,4.0,1537,156 E 64th St,(212) 486-9200
7135,3 Ave & E 62 St,40.76312584,-73.96526895,Cocktail Bars,Festival Café,4.0,110,1155 2nd Ave,(646) 398-9686
7136,3 Ave & E 62 St,40.76312584,-73.96526895,Mediterranean,Amali,4.0,502,115 E 60th St,(212) 339-8363
7137,3 Ave & E 62 St,40.76312584,-73.96526895,American (New),The Bar Room,4.0,608,117 E 60th St,(212) 561-5523
7138,3 Ave & E 62 St,40.76312584,-73.96526895,Buffets,Crab House All You Can Eat Seafood,4.5,886,135 E 55th St,(212) 933-0264
7139,3 Ave & E 62 St,40.76312584,-73.96526895,Italian,Patsy’s Pizzeria,3.5,466,206 E 60th St,(212) 688-9707
7140,Baldwin at Montgomery,40.7236589,-74.0641943,Cafes,Cafe Alyce,4.5,141,641 Montgomery St,(201) 434-9583
7141,Baldwin at Montgomery,40.7236589,-74.0641943,Pizza,Ita Italian Kitchen,4.5,252,682 Bergen Ave,(201) 435-8380
7142,Baldwin at Montgomery,40.7236589,-74.0641943,Mexican,3 Coffee Beans Restaurant,4.0,63,658 Montgomery St,(201) 984-0212
7143,Baldwin at Montgomery,40.7236589,-74.0641943,Cafes,Crave Burger Cafe,5.0,28,61 Baldwin Ave,(201) 204-3180
7144,Baldwin at Montgomery,40.7236589,-74.0641943,Seafood,Krewe of McGinley Square,5.0,37,673 Bergen Ave,(201) 360-3854
7145,Baldwin at Montgomery,40.7236589,-74.0641943,Mexican,Mi Mariachi Taqueria,4.5,350,213 Sip Ave,(201) 222-1998
7146,Baldwin at Montgomery,40.7236589,-74.0641943,Coffee & Tea,Snapdragon Coffee & Social,4.5,118,190 Monticello Ave,(201) 878-3413
7147,Baldwin at Montgomery,40.7236589,-74.0641943,Szechuan,Spice Spirit,4.0,72,900 Bergen Ave,(201) 656-3866
7148,Baldwin at Montgomery,40.7236589,-74.0641943,Korean,KPOT Korean BBQ & Hot Pot,4.0,285,414 Grand St,(201) 356-9528
7149,Baldwin at Montgomery,40.7236589,-74.0641943,Pizza,Scott's Pizza Tours,5.0,372,"New York, NY 10001",(201) 356-9528
7150,Baldwin at Montgomery,40.7236589,-74.0641943,Bars,Carvao BBQ,3.5,278,686 Bergen Ave,(201) 369-6955
7151,Baldwin at Montgomery,40.7236589,-74.0641943,Coffee & Tea,Crema,5.0,106,695 Bergen Ave,(551) 689-5229
7152,Baldwin at Montgomery,40.7236589,-74.0641943,Salvadoran,Anitas Restaurant,5.0,7,292 Summit Ave,(201) 839-5732
7153,Baldwin at Montgomery,40.7236589,-74.0641943,Halal,Royal Grill Halal Food,4.5,544,44TH St And 6th Ave,(347) 724-0504
7154,Baldwin at Montgomery,40.7236589,-74.0641943,Bakeries,Philippine Bread House,4.0,275,530 Newark Ave,(201) 659-1753
7155,Baldwin at Montgomery,40.7236589,-74.0641943,Coffee & Tea,Cafe Peanut,4.5,97,586 Newark Ave,(201) 721-6270
7156,Baldwin at Montgomery,40.7236589,-74.0641943,Coffee & Tea,Remi Flower & Coffee,4.5,615,906 2nd Ave,(646) 559-1233
7157,Baldwin at Montgomery,40.7236589,-74.0641943,Coffee & Tea,Bleu Coffee,4.5,11,56 Beacon Way,(646) 559-1233
7158,Baldwin at Montgomery,40.7236589,-74.0641943,Desserts,Baonanas,4.5,83,181 Monticello Ave,(201) 205-2152
7159,Baldwin at Montgomery,40.7236589,-74.0641943,Breakfast & Brunch,Whealth Kitchen,4.5,103,615 Pavonia Ave,(201) 795-5188
7160,47 Ave & 31 St,40.743,-73.93561,Indian,Adda Indian Canteen,4.0,563,31-31 Thomson Ave,(718) 433-3888
7161,47 Ave & 31 St,40.743,-73.93561,Wine Bars,Murray's Cheese Bar,4.0,870,28-30 Jackson Ave,(347) 990-2130
7162,47 Ave & 31 St,40.743,-73.93561,Latin American,Rincón Melania,4.5,141,35-19 Queens Blvd,(718) 361-1905
7163,47 Ave & 31 St,40.743,-73.93561,Szechuan,Da Long Yi Hot Pot,5.0,156,42-22 Crescent St,(347) 813-4569
7164,47 Ave & 31 St,40.743,-73.93561,Pizza,Levante,4.0,345,26-21 Jackson Ave,(718) 392-3885
7165,47 Ave & 31 St,40.743,-73.93561,Sushi Bars,Ooi Sushi and Bar,4.5,313,42-36 Crescent St,(718) 433-1888
7166,47 Ave & 31 St,40.743,-73.93561,Cafes,SoleLuna Restaurant,4.5,502,40-01 Queens Blvd,(929) 296-3942
7167,47 Ave & 31 St,40.743,-73.93561,Italian,Il Falco,4.5,343,21-50 44th Dr,(718) 707-0009
7168,47 Ave & 31 St,40.743,-73.93561,Diners,Van Dam Diner,3.5,74,45-55 Van Dam St,(718) 392-1686
7169,47 Ave & 31 St,40.743,-73.93561,Donuts,Doughnut Plant,4.0,300,31-00 47th Ave,(212) 505-3700
7170,47 Ave & 31 St,40.743,-73.93561,Japanese,Sapps,4.0,289,27-26 Jackson Ave,(718) 784-5555
7171,47 Ave & 31 St,40.743,-73.93561,Coffee & Tea,Good Neighbor Queens,4.5,19,3100 47th Ave,(718) 433-0933
7172,47 Ave & 31 St,40.743,-73.93561,Ramen,Kyuramen - Long Island City,4.0,193,27-17 42nd Rd,(718) 786-6918
7173,47 Ave & 31 St,40.743,-73.93561,American (New),The Beast Next Door,4.0,263,42-51 27th St,(718) 255-1612
7174,47 Ave & 31 St,40.743,-73.93561,Halal,Hot Peppers,4.5,136,28-21 Steinway St,(347) 676-7566
7175,47 Ave & 31 St,40.743,-73.93561,Pubs,Bantry Bay Publick House,4.5,123,3301 Greenpoint Ave,(718) 784-9500
